Abigail Plaisance,"Psychotherapy, LICSW","Abigail Plaisance is a licensed independent social worker in DC. She specializes in working with individuals who are going through major life transitions, who suffer from depression and anxiety, and who have grief and trauma. Her approach to therapy is warm and accepting, utilizing a range of techniques to help her clients achieve their goals.","Coaching, Anxiety and panic disorders, Depression, Grief and loss, Life transitions, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, See your cost estimate",No data,$80-140,$80,$140,"Washington, D.C."
Carissa Best,"Medication Management, NP","Carissa Best has several years of mental health nursing experience, caring for patients across the lifespan with a multitude of social, emotional, and mental health needs. Carissa brings a humanistic philosophy of holistic care for both mind and body and an abiding commitment to individualized, personalized, and comprehensive care to those she serves.","General mental health, Anxiety and panic disorders, Depression, ADD/ADHD, Bipolar Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,No data,No data,No data,"Colorado, New York, Washington, D.C."
Darcy Elton,"Psychotherapy, LCSW, LICSW","Darcy Elton is passionate about supporting you with warmth, compassion, and sincerity. She has a decade of experience and specialty training to help you navigate big changes, heal deep hurts, and accomplish meaningful dreams. Each session is a new opportunity to heal and grow by integrating IFS, DBT, EMDR, CBT, and much more. Therapy is a journey meant to be traveled together.","General mental health, Life transitions, Personal growth and self-esteem, LGBTQIA+, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,$140-200,$140,$200,"Arizona, Colorado, Idaho, Louisiana, Massachusetts, New Mexico, Oregon, Utah, Washington, Washington, D.C."
Jessica Lopez-Enriquez,"Psychotherapy, LPC, LMHC","Jessica Lopez-Enriquez is a bilingual therapist who works with ages 5-65+ using a family systems lens. She has 10+ years of experience, specializing in trauma, anxiety, depression, life changes, and working with children. She is certified in trauma-focused cognitive behavioral therapy (TF-CBT) and has extensive training in play and expressive therapies.","General mental health, Anxiety and panic disorders, Life transitions, Race and ethnicity, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Connecticut, Delaware, New Jersey, Washington, D.C."
Dominique Morman,"Psychotherapy, LICSW","Dominique Morman is an LICSW in Washington, DC who enjoys working with adults who are ready to grow and evolve. She specializes in treating anxiety, depression, grief and loss, relationship issues, self-worth, and self-esteem issues. She has a laid-back approach and believes in creating a healthy alliance with clients in order to cultivate a safe and trusting therapeutic relationship.","Anxiety and panic disorders, Depression, Grief and loss, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, See your cost estimate",No data,$140-200,$140,$200,"Virginia, Washington, D.C."
Secquana Flowers,"Psychotherapy, LPC","Secquana Flowers is a psychotherapist based out of Washington, DC with over 15 years of assisting adults in navigating life experiences and finding ways to heal emotional wounds. She is eclectic in her therapeutic approach and is trained in CBT, EMDR, and talk therapy. Sometimes, you must unlearn to relearn; come embrace the journey of healing together with her.","Anxiety and panic disorders, Depression, Life transitions, General relationship challenges (family, friends, co-workers), LGBTQIA+","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Washington, D.C."
Marsha Charlton,"Medication Management, NP","Marsha Charlton is a compassionate and experienced PMHNP with dual-board certifications. She offers personalized and accessible mental health care for diverse patients. With a culturally attuned approach and broad clinical background, Marsha treats various mental disorders and prioritizes holistic care for her client's overall well-being.","Anxiety and panic disorders, Depression, Grief and loss, Addiction and substance misuse, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,No data,No data,No data,"Connecticut, Florida, Massachusetts, New York, Washington, D.C."
Dipesh Patel,"Psychotherapy, LCSW, LICSW","Dipesh J. Patel specializes in working with adolescents and adults across a wide range of issues, including depression, anxiety, self-confidence/self-esteem, career challenges, coping with life changes, and LGBTQ-related issues. His approach is very client-centered and warm while also utilizing a multitude of therapy modalities to help address each client’s unique needs.","General mental health, Depression, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers), LGBTQIA+","UnitedHealthcare, Oxford Health Plans, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Illinois, Massachusetts, Texas, Washington, D.C."
Sha-Ron Haddock,"Psychotherapy, LCSW, LICSW, LCSWC","Sha-Ron Haddock has been a licensed clinical social worker since 1997. Her approach combines cognitive behavioral, client-centered, solution-focused, and motivational interviewing modalities. She works with clients with a wide range of concerns, including depression, anxiety, substance use, stress, self-esteem, relationship issues, parenting problems, and career challenges.","General mental health, Anxiety and panic disorders, Life transitions, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, See your cost estimate",No data,No data,No data,No data,"Maryland, Virginia, Washington, D.C."
Sasha Varner,"Psychotherapy, LMFT","Sasha Varner has empowered individuals to overcome personal obstacles to improve their relationships and themselves for the past nine years. Sasha's therapy style is direct, supportive and solution-focused.","Anxiety and panic disorders, Depression, Personal growth and self-esteem, Marriage and partnerships, Pregnancy, prenatal, postpartum","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Maryland, Virginia, Washington, D.C."
Andreanna King,"Psychotherapy, LCSW","Andreanna King has experience working with clients in the areas of depression, anxiety, post-traumatic stress disorder, gender and sexuality concerns, relationship issues, blended families, grief and loss, infidelity, anger management challenges, communication issues, and workplace stress. She has worked with clients ranging in age from infants to older adults.","Anxiety and panic disorders, Depression, Marriage and partnerships, LGBTQIA+, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Anthem Blue Cross and Blue Shield Virginia, See your cost estimate",No data,$80-140,$80,$140,"California, Pennsylvania, Virginia, Washington, D.C."
Mabel Nsagha,"Medication Management, NP","Mabel Nsagha is a board-certified family nurse practitioner who specializes in medication management for depression, anxiety, PTSD, insomnia, schizophrenia, and bipolar disorders. She is a compassionate provider, with a holistic approach to mental health, and offers evidence-based interventions for adolescents, adults, geriatric clients, and the LGBTQ population.","Anxiety and panic disorders, Depression, ADD/ADHD, Addiction and substance misuse, Bipolar Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Maryland, Virginia, Washington, D.C."
Latasha Bailey,"Psychotherapy, LCSW; LICSW",Latasha Bailey is a therapist providing a therapeutic approach to adolescents and adults experiencing depression and anxiety within their daily lives. Latasha's treatment focuses on enhancing one's skills and strengths using cognitive and behavioral techniques to be successful in helping each individual manage their depression and anxiety effectively.,"Coaching, Depression, Personal growth and self-esteem, Bipolar Disorder, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Vermont, Virginia, Washington, D.C."
Nicole Gordon,"Psychotherapy, LCSW, LICSW, LCSW-C","Nicole Gordon is an experienced life coach and licensed clinical social worker in DC, MD, and TX with 20 years of experience working with people who want help making changes in their lives. She has worked with various populations with issues such as self-esteem, trauma, anxiety, stress, relationship challenges, career changes, and everyday life-changing situations.","Coaching, General mental health, Anxiety and panic disorders, Life transitions, Personal growth and self-esteem","UnitedHealthcare, Oxford Health Plans, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Maryland, Texas, Washington, D.C."
Osato Egonmwan,"Psychotherapy, LICSW","Osato Egonmwan is a Nigerian American licensed independent clinical social worker (LICSW) who specializes in working with adult children of immigrants, 1st generation college graduates, and young professionals of color with narcissistic parents. She often works with clients who hold feelings of shame and guilt around their identity and sense of worth.","Anxiety and panic disorders, Depression, Personal growth and self-esteem, Women’s mental health, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Allways, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Health Plans Inc., UnitedHealthcare Global, CareFirst BlueCross BlueShield, See your cost estimate",No data,$140-200,$140,$200,"Massachusetts, Virginia, Washington, D.C."
Michelle Holder,"Medication Management, NP, CRNP","Michelle Holder works with young adults and adults to address various mental health symptoms. She takes a holistic approach with her patients, allowing her to tailor care to the health and wellness of the individual. Michelle integrates various treatment modalities along with medication management to meet the needs of each patient.","General mental health, Anxiety and panic disorders, Depression, ADD/ADHD, Obsessive-Compulsive Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Humana, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, See your cost estimate",No data,No data,No data,No data,"Maryland, Virginia, Washington, D.C."
Christina Jones,"Medication Management, NP","Tina Jones is a psychiatric mental health nurse practitioner (PMHNP). She began working in psychiatry in 2017 after many years in the military. Tina's approach is comprehensive, integrative, and tailored to each client. She specializes in medication management for adults with mood disorders, anxiety disorders, and ADHD. She cannot prescribe controlled medications in Florida.","Anxiety and panic disorders, Depression, ADD/ADHD, Bipolar Disorder, Obsessive-Compulsive Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, See your cost estimate",No data,No data,No data,No data,"Florida, Maryland, Washington, D.C."
Nancy Sharpe,"Psychotherapy, LICSW, LCSW-C","Nancy Sharpe is a clinical social worker with 13 years of experience in the DC Metro Area. Nancy approaches therapy in a holistic, mind-body way, building awareness of the body's innate wisdom and communication. This might look like exploring what anxiety, depression, or anger feel like in the body as well as the thoughts and beliefs that accompany these sensations.","Anxiety and panic disorders, Depression, Grief and loss, Chronic illness, pain and sleep disorders, ADD/ADHD","UnitedHealthcare, Oxford Health Plans, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Maryland, Washington, D.C."
Loquita Roberts,"Psychotherapy, LCSW, LICSW","Loquita Roberts is a psychotherapist with over 20 years of professional experience assisting adults, couples, and families to overcome life difficulties and challenges. She will work with you to create a space where you will feel seen, heard, and valued. She will walk alongside you as you create your desired life and change what no longer serves you.","Anxiety and panic disorders, Depression, Marriage and partnerships, LGBTQIA+, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Florida, Massachusetts, North Carolina, Virginia, Washington, D.C."
Sèkou Fraser,"Psychotherapy, LPC","Sèkou Fraser is a licensed professional counselor with a doctoral degree in marriage and family therapy. With over 15 years of counseling experience, Dr. Fraser is licensed in Texas and Washington D.C. and works with individuals and couples facing challenges in their lives. He helps those who wish to have better relationships, develop boundaries, and manage stress and self-worth.","General mental health, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers), Marriage and partnerships, Men’s mental health","UnitedHealthcare, Oxford Health Plans, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Anthem, Meritain, Anthem Blue Cross Blue Shield, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Texas, Washington, D.C."
Hamida Majili,"Medication Management, CRNP-PMH, NP","Hamida Majili is a board-certified psychiatric mental health practitioner who delivers an evidence-based holistic approach for patients of all ages with mental health disorders and bridging the gap. She has embraced diverse populations and strives to create a safe space for all, regardless of diagnosis, gender, religion, race/ethnicity, or sexual orientation.","Coaching, Anxiety and panic disorders, Depression, ADD/ADHD, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Anthem, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Maryland, Washington, D.C."
Amber Gillian,"Psychotherapy, LPC, LCPC",Amber Gillian has a decade of experience supporting women of color through transitions in life. She is certified in perinatal mental health and trained in trauma-informed approaches to healing. Amber believes in providing women with the tools to build community and make empowering decisions.,"Grief and loss, Personal growth and self-esteem, Women’s mental health, Trauma and post-traumatic stress disorder (PTSD), Pregnancy, prenatal, postpartum","Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"Maryland, Washington, D.C."
Lisa Johnson,"Medication Management, NP","Lisa Johnson is a dual-board-certified family/psychiatric nurse practitioner with over 10 years of experience. She has advanced training in trauma, functional medicine, integrative nutrition, and therapy services. She is very passionate about and provides LGBTIA+, Veteran/military, and BIPOC-friendly services.","Coaching, Anxiety and panic disorders, Depression, Life transitions, ADD/ADHD","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, Medicare, UMR, Oscar, UHC Student Resources, AllSavers UHC, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, See your cost estimate",No data,No data,No data,No data,"Colorado, Delaware, Florida, Maryland, Washington, D.C."
Leora Ibraheem,"Psychotherapy, LICSW, LCSW","Leora Braden Ibraheem is a seasoned mental health practitioner with over 20 years of experience. People are her passion! Leora acknowledges the importance of not only treating symptoms but also root concerns. She utilizes a variety of treatment modalities to help you reach your wellness goals! The therapeutic process is a collaborative journey to a happier, healthier YOU!","Coaching, General mental health, Depression, Life transitions, Race and ethnicity, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, See your cost estimate",No data,$80-140,$80,$140,"Maryland, Washington, D.C."
Elmer Diaz,"Psychotherapy, LICSW, LCSW-C","Elmer Diaz is a therapist with experience working with a diverse population, including children, adolescents, adults, couples, and families. He believes the therapeutic relationship is one of the most critical aspects of helping others with their healing process. Elmer takes a nonjudgmental approach and ensures that your voice is honored, affirmed, and valued.","Anxiety and panic disorders, Depression, Grief and loss, General relationship challenges (family, friends, co-workers), Parenting","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,$140-200,$140,$200,"Maryland, Washington, D.C."
Malcolm Cook,"Psychiatric Nurse Practitioner, NP",Malcolm Cook is a native New Yorker with over 17 years of healthcare experience. His practice focuses on psychiatric evaluations and medical management of mental health disorders in adult clients.,"General mental health, Depression, Men’s mental health, Bipolar Disorder, Schizophrenia and psychotic disorders","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Beacon Health Options, Magellan, See your cost estimate",No data,$140-200,$140,$200,"Florida, Maryland, Washington, D.C."
Jasmine Thompson,"Psychotherapy, LICSW","Jasmine Thompson is from Washington, DC. She has 14 years of experience in the field. She is passionate about creating a safe space to begin your healing journey. She meets you where you are and empowers healthy decision making. She is innovative and uses cognitive behavioral therapy, motivational interviewing, mindfulness, solution-focused, and strengths-based approaches.","Anxiety and panic disorders, Depression, Grief and loss, Personal growth and self-esteem, General relationship challenges (family, friends, co-workers)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, See your cost estimate",No data,$80-140,$80,$140,"Maryland, Virginia, Washington, D.C."
Agerie Ejigu,"Medication Management, NP","Agerie Ejigu has diverse experience in the mental health care field that spans over 17 years and incorporates holistic, integrative, and evidence-based medicine that is precision-focused and tailored to meet you where you are. She incorporates shared decision-making principles to help you reach your goals.","Anxiety and panic disorders, Depression, Autism Spectrum Disorder, Bipolar Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Harvard, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, See your cost estimate",No data,No data,No data,No data,"Maryland, Virginia, Washington, D.C."
Leandra Davidson,"Medication Management, NP","Leandra Davidson offers ADHD testing. Medication is offered for ADHD, depression, mood disorders, PTSD, and addiction(including Suboxone in NC only.) There is also therapy for med management patients. Has your mood or behavior affected your relationships? Has trauma changed your life? She can help. Come learn to laugh like no one can hear and dance like no one can see.","Coaching, General mental health, ADD/ADHD, Addiction and substance misuse, Bipolar Disorder, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, Medicare, UMR, Oscar, UHC Student Resources, Emblem Health, AllSavers UHC, Anthem, Meritain, Anthem Blue Cross Blue Shield, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Maryland, North Carolina, Washington, D.C."
Paul Kellett van Leer,"Psychotherapy, LPC","Paul is a licensed professional counselor, highly experienced teaching and supervising transactional analyst, and psychoanalyst. They have over 20 years of rich experience in various therapeutic settings, such as youth counseling services, addiction clinics, and private practice with people from diverse backgrounds, particularly those who identify with marginalized communities.","Grief and loss, Sex and intimacy, LGBTQIA+, Personality disorders, Self-harm and suicidal feelings","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, Empire Blue Cross Blue Shield, including BlueCard Network access, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,No data,No data,No data,"Washington, D.C."
Krystle Bordley,"Psychotherapy, LCSW, LICSW, LCSW-C","Krystle Bordley has over 10 years of experience to provides tools that assist with coping with loss, reducing anxiety, stress management, and depressive symptoms. Krystle meets the client where they are and incorporates a holistic approach in her practices for the client to discover their ""whole self.""","Anxiety and panic disorders, Depression, Grief and loss, Life transitions, Personal growth and self-esteem","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Anthem Blue Cross Blue Shield, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Blue Cross and Blue Shield of Texas, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$80-140,$80,$140,"Maryland, Texas, Virginia, Washington, D.C."
LaRhonda Gough,"Psychotherapy, LICSW, LCSW","LaRhonda Gough specializes in life transitions, women's issues, anxiety, and depression. She loves helping people find their passion and purpose in life and uses a variety of interventions, including psychotherapy and coaching, to help clients achieve the transformation they desire in the shortest time possible.","Coaching, Anxiety and panic disorders, Depression, Grief and loss, Life transitions, Personal growth and self-esteem","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, See your cost estimate",No data,$140-200,$140,$200,"Maryland, Virginia, Washington, D.C."
Bruce Kirby,"Psychotherapy, LCSW, LICSW","Bruce Kirby is dedicated to his clients; he helps adults, adolescents, and families address anxiety, depression, trauma, conflictual relationships, and life transitions. By building on strengths and increasing self-awareness and self-compassion, he helps you create more helpful attitudes and behaviors. Bruce can help you live a better life.","General mental health, Anxiety and panic disorders, Depression, Men’s mental health, Obsessive-Compulsive Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Nippon, See your cost estimate",No data,$200-260,$200,$260,"Maryland, Washington, D.C."
Ify Ofodile,"Medication Management, NP","Ify Utoh-Ofodile is a board-certified psychiatric nurse practitioner (PMHNP-BC) who specializes in psychiatric evaluations, medication management, diagnosing, and treatment. She works in areas that include mood, anxiety, adjustment disorders, bipolar disorder, and ADHD. She follows evidence-based guidelines and sees the adult population (18 years and older).","Anxiety and panic disorders, Depression, ADD/ADHD, LGBTQIA+, Bipolar Disorder","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Meritain, Blue Cross Blue Shield of Massachusetts, including BlueCard Network access, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$200-260,$200,$260,"Maryland, Virginia, Washington, D.C."
Shavonne Jones,"Psychotherapy, LCSW","Shavonne Jones is an LCSW with over 10 years of experience. He has treated many clients with a variety of diagnoses including addiction, anxiety, depression, mood disorders, trauma, PTSD, and ADD. Some of the treatment modalities used are acceptance and commitment therapy, cognitive behavioral therapy, and a strengths-based approach in an unbiased and non-judgmental manner.","Anxiety and panic disorders, Depression, Marriage and partnerships, Men’s mental health, Trauma and post-traumatic stress disorder (PTSD)","UnitedHealthcare, Oxford Health Plans, Cigna, Aetna, UMR, Oscar, UHC Student Resources, AllSavers UHC, Harvard Pilgrim, Meritain, Nippon, United Healthcare Shared Services, Allied Benefit Systems - Aetna, Surest (Formerly Bind), Health Plans Inc., UnitedHealthcare Global, Christian Brothers Services - Aetna, Trustmark Health Benefits - Aetna, Trustmark Health Benefits - Cigna, Trustmark Small Business Benefits - Aetna, Health Scope - Aetna, See your cost estimate",No data,$140-200,$140,$200,"New York, Virginia, Washington, D.C."
